724915,"MONTEREY NAF",CA,-8.0,36.600,-121.867,50
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code)
01/01/1999,01:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,2,E,9,2,E,9,7.0,A,7,4.0,A,7,81,A,7,1013,A,7,120,A,7,4.6,A,7,16100,A,7,77777,A,7,1.2,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/01/1999,02:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,1,E,9,1,E,9,7.0,A,7,4.0,A,7,81,A,7,1013,A,7,120,A,7,5.7,A,7,16100,A,7,77777,A,7,1.1,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/01/1999,03:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,3,E,9,2,E,9,7.0,A,7,3.0,A,7,76,A,7,1013,A,7,120,A,7,4.6,A,7,16100,A,7,77777,A,7,1.1,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/01/1999,04:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,1,E,9,1,E,9,7.0,A,7,2.0,A,7,70,A,7,1013,A,7,110,A,7,5.1,A,7,16100,A,7,77777,A,7,1.1,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/01/1999,05:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,6.0,A,7,2.0,A,7,75,A,7,1013,A,7,110,A,7,4.6,A,7,16100,A,7,77777,A,7,1.1,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/01/1999,06:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,6.0,A,7,2.0,A,7,75,A,7,1013,A,7,120,A,7,4.6,A,7,16100,A,7,77777,A,7,1.1,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/01/1999,07:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,4.0,A,7,1.0,A,7,81,A,7,1013,A,7,120,A,7,5.1,A,7,16100,A,7,77777,A,7,1.1,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/01/1999,08:00,49,908,6,2,8,153,2,15,2,2,8,1208,2,8,8883,2,15,695,2,8,80,2,19,0,E,9,0,E,9,6.0,A,7,2.0,A,7,75,A,7,1014,A,7,120,A,7,4.1,A,7,16100,A,7,77777,A,7,1.0,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/01/1999,09:00,267,1415,142,2,8,547,2,15,38,2,8,14419,2,8,42537,2,15,6348,2,8,725,2,19,0,E,9,0,E,9,8.0,A,7,3.0,A,7,71,A,7,1014,A,7,100,A,7,3.6,A,7,16100,A,7,77777,A,7,1.0,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/01/1999,10:00,467,1415,294,2,8,694,2,15,63,2,8,30157,2,8,63223,2,15,9174,2,8,1222,2,19,0,E,9,0,E,9,12.0,A,7,3.0,A,7,54,A,7,1015,A,7,110,A,7,3.1,A,7,16100,A,7,77777,A,7,1.0,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/01/1999,11:00,614,1415,422,2,8,807,2,15,70,2,8,44377,2,8,77908,2,15,10405,2,8,1494,2,19,0,E,9,0,E,9,14.0,A,7,2.0,A,7,44,A,7,1015,A,7,60,A,7,3.6,A,7,16100,A,7,77777,A,7,1.0,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/01/1999,12:00,697,1415,496,2,8,829,2,15,86,2,8,51884,2,8,81115,2,15,11745,2,8,1828,2,19,0,E,9,0,E,9,15.0,A,7,2.0,A,7,41,A,7,1014,A,7,20,A,7,4.1,A,7,16100,A,7,77777,A,7,1.0,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/01/1999,13:00,710,1415,504,2,8,835,2,15,83,2,8,53029,2,8,82071,2,15,11650,2,8,1813,2,19,0,E,9,0,E,9,16.0,A,7,1.0,A,7,36,A,7,1013,A,7,30,A,7,3.6,A,7,16100,A,7,77777,A,7,1.0,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/01/1999,14:00,653,1415,464,2,8,815,2,15,87,2,8,48109,2,8,78803,2,15,11591,2,8,1758,2,19,0,E,9,0,E,9,17.0,A,7,1.0,A,7,34,A,7,1012,A,7,20,A,7,2.1,A,7,16100,A,7,77777,A,7,0.9,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/01/1999,15:00,529,1415,375,2,8,777,2,15,83,2,8,39158,2,8,72897,2,15,11795,2,8,1629,2,19,0,E,9,0,E,9,14.0,A,7,6.0,A,7,59,A,7,1012,A,7,330,A,7,3.1,A,7,16100,A,7,77777,A,7,0.9,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/01/1999,16:00,346,1415,235,2,8,578,2,15,92,2,8,23387,2,8,46367,2,15,11972,2,8,1525,2,19,0,E,9,0,E,9,14.0,A,7,6.0,A,7,59,A,7,1012,A,7,290,A,7,2.1,A,7,16100,A,7,77777,A,7,0.9,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/01/1999,17:00,121,1415,0,2,8,0,2,15,0,2,8,0,2,8,0,2,15,0,2,8,0,2,19,0,E,9,0,E,9,12.0,A,7,7.0,A,7,71,A,7,1012,A,7,300,A,7,2.1,A,7,16100,A,7,77777,A,7,0.9,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/01/1999,18:00,0,12,0,2,0,0,2,0,0,2,0,0,2,1,0,2,2,0,2,2,0,2,1,0,E,9,0,E,9,9.0,A,7,6.0,A,7,81,A,7,1013,A,7,0,A,7,0.0,A,7,16100,A,7,77777,A,7,0.9,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/01/1999,19:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,8.0,A,7,6.0,A,7,87,A,7,1013,A,7,120,A,7,4.1,A,7,16100,A,7,77777,A,7,0.9,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/01/1999,20:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,9.0,A,7,3.0,A,7,66,A,7,1013,A,7,110,A,7,3.1,A,7,16100,A,7,77777,A,7,0.8,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/01/1999,21:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,8.0,A,7,2.0,A,7,66,A,7,1014,A,7,60,B,8,1.5,A,7,16100,A,7,77777,A,7,0.8,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/01/1999,22:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,7.0,A,7,2.0,A,7,70,A,7,1013,A,7,0,A,7,0.0,A,7,16100,A,7,77777,A,7,0.8,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/01/1999,23:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,4.0,A,7,1.0,A,7,81,A,7,1013,A,7,0,A,7,0.0,A,7,16100,A,7,77777,A,7,0.8,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/01/1999,24:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,4.0,A,7,1.0,A,7,81,A,7,1013,A,7,90,A,7,2.6,A,7,16100,A,7,77777,A,7,0.8,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/02/1999,01:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,4.0,A,7,1.0,A,7,81,A,7,1013,A,7,140,A,7,2.1,A,7,16100,A,7,77777,A,7,0.8,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/02/1999,02:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,1,E,9,1,E,9,7.0,A,7,0.0,A,7,61,A,7,1013,A,7,120,A,7,4.1,A,7,16100,A,7,77777,A,7,0.8,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/02/1999,03:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,3,E,9,1,E,9,7.0,A,7,-1.0,A,7,56,A,7,1012,A,7,110,A,7,3.1,A,7,16100,A,7,77777,A,7,0.7,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/02/1999,04:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,A,7,7.0,A,7,-1.0,A,7,56,A,7,1012,A,7,130,A,7,1.5,A,7,16100,A,7,77777,A,7,0.7,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/02/1999,05:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,1,E,9,1,E,9,7.0,A,7,-1.0,A,7,56,A,7,1011,A,7,110,A,7,2.6,A,7,16100,A,7,77777,A,7,0.7,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/02/1999,06:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,6.0,A,7,-2.0,A,7,55,A,7,1011,A,7,150,A,7,1.5,A,7,16100,A,7,77777,A,7,0.7,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/02/1999,07:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,5.0,A,7,-2.0,A,7,59,A,7,1011,A,7,110,A,7,4.1,A,7,16100,A,7,77777,A,7,0.7,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/02/1999,08:00,48,908,6,2,8,145,2,15,3,2,8,13,2,8,84,2,15,8,2,8,11,2,19,0,E,9,0,E,9,6.0,A,7,-2.0,A,7,55,A,7,1011,A,7,0,A,7,0.0,A,7,16100,A,7,77777,A,7,0.7,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/02/1999,09:00,267,1415,138,2,8,522,2,15,39,2,8,140,2,8,405,2,15,63,2,8,73,2,19,0,E,9,0,E,9,8.0,A,7,-1.0,A,7,52,A,7,1012,A,7,80,A,7,1.5,A,7,16100,A,7,77777,A,7,0.7,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/02/1999,10:00,468,1415,293,2,8,694,2,15,63,2,8,302,2,8,632,2,15,92,2,8,122,2,19,0,E,9,0,E,9,9.0,A,7,1.0,A,7,57,A,7,1012,A,7,40,A,7,2.6,A,7,16100,A,7,77777,A,7,0.7,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/02/1999,11:00,615,1415,416,2,8,778,2,15,77,2,8,434,2,8,748,2,15,107,2,8,158,2,19,0,E,9,0,E,9,11.0,A,7,2.0,A,7,54,A,7,1012,A,7,240,A,7,2.6,A,7,16100,A,7,77777,A,7,0.7,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/02/1999,12:00,699,1415,495,2,8,822,2,15,88,2,8,517,2,8,804,2,15,118,2,8,186,2,19,0,E,9,0,E,9,15.0,A,7,3.0,A,7,44,A,7,1011,A,7,20,A,7,3.1,A,7,16100,A,7,77777,A,7,0.7,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/02/1999,13:00,712,1415,504,2,8,829,2,15,85,2,8,529,2,8,814,2,15,118,2,8,184,2,19,0,E,9,0,E,9,17.0,A,7,3.0,A,7,39,A,7,1010,A,7,50,A,7,3.1,A,7,16100,A,7,77777,A,7,0.7,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/02/1999,14:00,655,1415,464,2,8,796,2,15,94,2,8,477,2,8,767,2,15,120,2,8,183,2,19,0,E,9,0,E,9,19.0,A,7,2.0,A,7,32,A,7,1009,A,7,50,B,8,2.1,A,7,16100,A,7,77777,A,7,0.7,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/02/1999,15:00,532,1415,359,2,8,668,2,15,107,2,8,369,2,8,619,2,15,135,2,8,201,2,19,0,E,9,0,E,9,19.0,A,7,4.0,A,7,37,A,7,1008,A,7,50,A,7,4.1,A,7,16100,A,7,77777,A,7,0.7,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/02/1999,16:00,350,1415,243,2,8,576,2,15,100,2,8,248,2,8,472,2,15,131,2,8,189,2,19,1,E,9,1,E,9,18.0,A,7,4.0,A,7,39,A,7,1008,A,7,60,A,7,3.6,A,7,16100,A,7,77777,A,7,0.7,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/02/1999,17:00,125,1415,0,2,8,0,2,15,0,2,8,0,2,8,0,2,15,0,2,8,0,2,19,1,E,9,1,E,9,17.0,A,7,4.0,A,7,42,A,7,1008,A,7,30,B,8,2.1,A,7,16100,A,7,77777,A,7,0.7,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/02/1999,18:00,0,35,0,2,8,0,2,15,0,2,8,0,2,8,0,2,15,0,2,8,0,2,19,1,E,9,0,E,9,12.0,A,7,4.0,A,7,58,A,7,1009,A,7,0,A,7,0.0,A,7,16100,A,7,77777,A,7,0.7,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/02/1999,19:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,12.0,A,7,3.0,A,7,54,A,7,1009,A,7,100,A,7,2.6,A,7,16100,A,7,77777,A,7,0.7,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/02/1999,20:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,11.0,A,7,3.0,A,7,58,A,7,1009,A,7,110,A,7,4.6,A,7,16100,A,7,77777,A,7,0.6,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/02/1999,21:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,9.0,A,7,3.0,A,7,66,A,7,1009,A,7,120,A,7,4.1,A,7,16100,A,7,77777,A,7,0.6,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/02/1999,22:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,9.0,A,7,2.0,A,7,61,A,7,1009,A,7,120,A,7,3.1,A,7,16100,A,7,77777,A,7,0.6,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/02/1999,23:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,9.0,A,7,2.0,A,7,61,A,7,1009,A,7,120,A,7,3.6,A,7,16100,A,7,77777,A,7,0.6,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/02/1999,24:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,9.0,A,7,1.0,A,7,57,A,7,1009,A,7,110,A,7,5.1,A,7,16100,A,7,77777,A,7,0.6,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/03/1999,01:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,B,8,0,B,8,8.5,B,8,-0.5,B,8,53,A,7,1009,B,8,120,B,8,3.6,B,8,-9900,?,0,77777,B,8,0.6,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/03/1999,02:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,8.0,A,7,-2.0,A,7,48,A,7,1009,A,7,130,A,7,2.1,A,7,16100,A,7,77777,A,7,0.6,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/03/1999,03:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,8.0,A,7,-2.0,A,7,48,A,7,1009,A,7,120,A,7,4.6,A,7,16100,A,7,77777,A,7,0.6,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/03/1999,04:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,7.0,A,7,-2.0,A,7,52,A,7,1009,A,7,150,A,7,1.5,A,7,16100,A,7,77777,A,7,0.6,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/03/1999,05:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,5.0,A,7,-2.0,A,7,59,A,7,1009,A,7,0,A,7,0.0,A,7,16100,A,7,77777,A,7,0.6,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/03/1999,06:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,4.0,A,7,-2.0,A,7,64,A,7,1010,A,7,130,A,7,3.1,A,7,16100,A,7,77777,A,7,0.7,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/03/1999,07:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,3.0,A,7,-3.0,A,7,63,A,7,1010,A,7,100,A,7,2.1,A,7,16100,A,7,77777,A,7,0.7,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/03/1999,08:00,48,908,6,2,8,144,2,15,3,2,8,12,2,8,83,2,15,8,2,8,11,2,19,0,E,9,0,E,9,4.0,A,7,-2.0,A,7,64,A,7,1011,A,7,0,A,7,0.0,A,7,16100,A,7,77777,A,7,0.8,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/03/1999,09:00,267,1415,138,2,8,522,2,15,39,2,8,140,2,8,405,2,15,63,2,8,73,2,19,0,E,9,0,E,9,7.0,A,7,1.0,A,7,66,A,7,1012,A,7,0,A,7,0.0,A,7,16100,A,7,77777,A,7,0.8,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/03/1999,10:00,468,1415,289,2,8,655,2,15,71,2,8,302,2,8,598,2,15,103,2,8,137,2,19,1,E,9,0,E,9,11.0,A,7,2.0,A,7,54,A,7,1013,A,7,0,A,7,0.0,A,7,16100,A,7,77777,A,7,0.8,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/03/1999,11:00,616,1415,395,2,8,614,2,15,126,2,8,406,2,8,586,2,15,150,2,8,245,2,19,0,E,9,0,E,9,14.0,A,7,4.0,A,7,51,A,7,1013,A,7,0,A,7,0.0,A,7,16100,A,7,77777,A,7,0.9,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/03/1999,12:00,700,1415,495,2,8,799,2,15,98,2,8,511,2,8,778,2,15,124,2,8,197,2,19,1,E,9,0,E,9,16.0,A,7,3.0,A,7,42,A,7,1013,A,7,270,A,7,2.1,A,7,16100,A,7,77777,A,7,0.9,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/03/1999,13:00,715,1415,498,2,8,799,2,15,93,2,8,518,2,8,782,2,15,122,2,8,195,2,19,1,E,9,1,E,9,18.0,A,7,3.0,A,7,37,A,7,1013,A,7,290,B,8,2.1,A,7,16100,A,7,77777,A,7,0.9,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/03/1999,14:00,658,1415,464,2,8,790,2,15,95,2,8,476,2,8,762,2,15,121,2,8,185,2,19,1,E,9,1,E,9,19.0,A,7,-1.0,A,7,26,A,7,1013,A,7,300,A,7,1.5,A,7,16100,A,7,77777,A,7,1.0,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/03/1999,15:00,535,1415,358,2,8,680,2,15,100,2,8,370,2,8,634,2,15,129,2,8,191,2,19,1,E,9,0,E,9,19.0,A,7,-1.0,A,7,26,A,7,1013,A,7,320,A,7,1.5,A,7,16100,A,7,77777,A,7,1.0,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/03/1999,16:00,353,1415,231,2,8,531,2,15,98,2,8,237,2,8,437,2,15,127,2,8,185,2,19,0,E,9,0,E,9,19.0,A,7,-1.0,A,7,26,A,7,1013,A,7,0,A,7,0.0,A,7,16100,A,7,77777,A,7,1.0,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/03/1999,17:00,128,1415,0,2,8,0,2,15,0,2,8,0,2,8,0,2,15,0,2,8,0,2,19,0,E,9,0,E,9,16.0,A,7,1.0,A,7,36,A,7,1014,A,7,0,A,7,0.0,A,7,16100,A,7,77777,A,7,1.1,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/03/1999,18:00,0,59,0,2,8,0,2,15,0,2,8,0,2,8,0,2,15,0,2,8,0,2,19,1,E,9,0,E,9,12.0,A,7,1.0,A,7,47,A,7,1014,A,7,130,A,7,2.1,A,7,16100,A,7,77777,A,7,1.1,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/03/1999,19:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,1,E,9,0,E,9,11.0,A,7,1.0,A,7,50,A,7,1014,A,7,130,A,7,2.6,A,7,16100,A,7,77777,A,7,1.1,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/03/1999,20:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,1,E,9,1,E,9,9.0,A,7,1.0,A,7,57,A,7,1015,A,7,110,A,7,3.6,A,7,16100,A,7,77777,A,7,1.2,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/03/1999,21:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,1,E,9,1,E,9,8.0,A,7,1.0,A,7,61,A,7,1016,A,7,120,A,7,3.6,A,7,16100,A,7,77777,A,7,1.2,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/03/1999,22:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,3,E,9,2,E,9,8.0,A,7,1.0,A,7,61,A,7,1016,A,7,120,A,7,3.1,A,7,16100,A,7,77777,A,7,1.2,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/03/1999,23:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,4,E,9,2,E,9,8.0,A,7,1.0,A,7,61,A,7,1016,A,7,120,A,7,5.1,A,7,16100,A,7,77777,A,7,1.3,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/03/1999,24:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,6,E,9,4,E,9,8.0,A,7,0.0,A,7,57,A,7,1016,A,7,0,A,7,0.0,A,7,16100,A,7,77777,A,7,1.3,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/04/1999,01:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,4,E,9,2,E,9,9.0,A,7,-2.0,A,7,45,A,7,1016,A,7,130,A,7,1.5,A,7,16100,A,7,77777,A,7,1.3,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/04/1999,02:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,2,E,9,2,E,9,7.0,A,7,-2.0,A,7,52,A,7,1016,A,7,0,A,7,0.0,A,7,16100,A,7,77777,A,7,1.4,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/04/1999,03:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,1,E,9,1,E,9,8.0,A,7,-3.0,A,7,44,A,7,1016,A,7,120,A,7,3.1,A,7,16100,A,7,77777,A,7,1.4,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/04/1999,04:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,1,E,9,0,E,9,8.0,A,7,-4.0,A,7,41,A,7,1016,A,7,120,A,7,3.6,A,7,16100,A,7,77777,A,7,1.4,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/04/1999,05:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,6.0,A,7,-4.0,A,7,47,A,7,1016,A,7,140,A,7,1.5,A,7,16100,A,7,77777,A,7,1.4,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/04/1999,06:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,7.0,A,7,-5.0,A,7,40,A,7,1017,A,7,0,A,7,0.0,A,7,16100,A,7,77777,A,7,1.4,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/04/1999,07:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,8.0,A,7,-6.0,A,7,34,A,7,1017,A,7,140,A,7,3.1,A,7,16100,A,7,77777,A,7,1.4,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/04/1999,08:00,48,908,6,2,8,155,2,15,2,2,8,12,2,8,90,2,15,7,2,8,8,2,19,0,E,9,0,E,9,10.0,A,7,-6.0,A,7,30,A,7,1017,A,7,110,A,7,4.6,A,7,16100,A,7,77777,A,7,1.4,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/04/1999,09:00,267,1415,145,2,8,582,2,15,34,2,8,149,2,8,455,2,15,62,2,8,68,2,19,0,B,8,0,B,8,12.4,B,8,-2.4,B,8,35,A,7,1017,B,8,60,B,8,2.3,B,8,-9900,?,0,77777,B,8,1.3,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
01/04/1999,10:00,469,1415,293,2,8,689,2,15,64,2,8,301,2,8,628,2,15,92,2,8,123,2,19,1,E,9,1,E,9,15.0,A,7,1.0,A,7,39,A,7,1018,A,7,0,A,7,0.0,A,7,16100,A,7,77777,A,7,1.3,E,8,0.071,F,8,0.160,F,8,-9900,-9900,?,0
