724915,"MONTEREY NAF",CA,-8.0,36.600,-121.867,50
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code)
01/27/1999,20:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,7.0,A,7,4.0,A,7,81,A,7,1019,A,7,120,A,7,3.1,A,7,16100,A,7,77777,A,7,0.7,E,8,0.075,F,8,0.160,F,8,-9900,-9900,?,0
01/27/1999,21:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,7.0,A,7,3.0,A,7,76,A,7,1019,A,7,120,A,7,3.1,A,7,16100,A,7,77777,A,7,0.7,E,8,0.075,F,8,0.160,F,8,-9900,-9900,?,0
01/27/1999,22:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,6.0,A,7,2.0,A,7,75,A,7,1019,A,7,110,A,7,4.6,A,7,16100,A,7,77777,A,7,0.7,E,8,0.075,F,8,0.160,F,8,-9900,-9900,?,0
01/27/1999,23:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,5.0,A,7,1.0,A,7,75,A,7,1019,A,7,0,A,7,0.0,A,7,16100,A,7,77777,A,7,0.6,E,8,0.075,F,8,0.160,F,8,-9900,-9900,?,0
01/27/1999,24:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,6.0,A,7,1.0,A,7,70,A,7,1019,A,7,120,A,7,1.5,A,7,16100,A,7,77777,A,7,0.6,E,8,0.075,F,8,0.160,F,8,-9900,-9900,?,0
01/28/1999,01:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,6.0,A,7,-1.0,A,7,60,A,7,1019,A,7,110,A,7,3.1,A,7,16100,A,7,77777,A,7,0.6,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/28/1999,02:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,4.0,A,7,-1.0,A,7,69,A,7,1019,A,7,120,A,7,4.1,A,7,16100,A,7,77777,A,7,0.6,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/28/1999,03:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,4.0,A,7,-2.0,A,7,64,A,7,1019,A,7,120,A,7,3.1,A,7,16100,A,7,77777,A,7,0.6,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/28/1999,04:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,3.0,A,7,-2.0,A,7,68,A,7,1018,A,7,120,A,7,3.1,A,7,16100,A,7,77777,A,7,0.6,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/28/1999,05:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,4.0,A,7,-2.0,A,7,64,A,7,1019,A,7,130,A,7,4.1,A,7,16100,A,7,77777,A,7,0.6,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/28/1999,06:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,2.0,A,7,-2.0,A,7,73,A,7,1019,A,7,110,A,7,1.5,A,7,16100,A,7,77777,A,7,0.6,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/28/1999,07:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,2.0,A,7,-2.0,A,7,73,A,7,1019,A,7,130,A,7,2.6,A,7,16100,A,7,77777,A,7,0.6,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/28/1999,08:00,73,1093,17,2,8,208,2,15,7,2,8,24,2,8,127,2,15,15,2,8,23,2,19,0,E,9,0,E,9,2.0,A,7,-2.0,A,7,73,A,7,1020,A,7,140,A,7,2.1,A,7,16100,A,7,77777,A,7,0.6,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/28/1999,09:00,314,1410,168,2,8,520,2,15,52,2,8,174,2,8,417,2,15,81,2,8,96,2,19,1,B,8,0,B,8,5.9,B,8,-1.9,B,8,56,A,7,1020,B,8,70,B,8,1.1,B,8,-9900,?,0,77777,B,8,0.6,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/28/1999,10:00,528,1410,351,2,8,773,2,15,60,2,8,368,2,8,728,2,15,94,2,8,126,2,19,1,E,9,0,E,9,10.0,A,7,-2.0,A,7,42,A,7,1021,A,7,0,A,7,0.0,A,7,16100,A,7,77777,A,7,0.6,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/28/1999,11:00,689,1410,482,2,8,826,2,15,77,2,8,510,2,8,811,2,15,112,2,8,170,2,19,0,E,9,0,E,9,11.0,A,7,4.0,A,7,62,A,7,1020,A,7,330,A,7,2.6,A,7,14500,A,7,77777,A,7,0.6,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/28/1999,12:00,785,1410,562,2,8,828,2,15,99,2,8,588,2,8,820,2,15,130,2,8,219,2,19,0,E,9,0,A,7,11.0,A,7,2.0,A,7,54,A,7,1019,A,7,300,A,7,1.5,A,7,16100,A,7,77777,A,7,0.6,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/28/1999,13:00,811,1410,596,2,8,880,2,15,88,2,8,619,2,8,867,2,15,119,2,8,183,2,19,1,E,9,1,E,9,11.0,A,7,3.0,A,7,58,A,7,1019,A,7,300,B,8,3.1,A,7,16100,A,7,77777,A,7,0.6,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/28/1999,14:00,763,1410,557,2,8,869,2,15,85,2,8,590,2,8,863,2,15,122,2,8,194,2,19,1,E,9,1,E,9,11.0,A,7,6.0,A,7,71,A,7,1018,A,7,300,A,7,3.1,A,7,16100,A,7,77777,A,7,0.6,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/28/1999,15:00,645,1410,468,2,8,861,2,15,73,2,8,494,2,8,838,2,15,109,2,8,158,2,19,0,E,9,0,E,9,12.0,A,7,6.0,A,7,67,A,7,1018,A,7,310,A,7,3.1,A,7,16100,A,7,77777,A,7,0.6,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/28/1999,16:00,466,1410,334,2,8,748,2,15,86,2,8,345,2,8,676,2,15,120,2,8,161,2,19,0,E,9,0,E,9,12.0,A,7,7.0,A,7,71,A,7,1017,A,7,310,A,7,3.6,A,7,16100,A,7,77777,A,7,0.6,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/28/1999,17:00,239,1410,144,2,8,465,2,15,65,2,8,143,2,8,321,2,15,88,2,8,105,2,19,0,E,9,0,E,9,11.0,A,7,7.0,A,7,76,A,7,1017,A,7,300,A,7,3.1,A,7,16100,A,7,77777,A,7,0.6,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/28/1999,18:00,25,646,0,2,8,0,2,15,0,2,8,0,2,8,0,2,15,0,2,8,0,2,19,0,E,9,0,A,7,9.0,A,7,6.0,A,7,81,A,7,1017,A,7,240,A,7,2.6,A,7,16100,A,7,77777,A,7,0.6,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/28/1999,19:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,9.0,A,7,6.0,A,7,81,A,7,1017,A,7,200,A,7,3.1,A,7,16100,A,7,77777,A,7,0.5,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/28/1999,20:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,8.0,A,7,6.0,A,7,87,A,7,1017,A,7,170,A,7,3.1,A,7,16100,A,7,77777,A,7,0.5,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/28/1999,21:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,7.0,A,7,3.0,A,7,76,A,7,1017,A,7,140,A,7,2.1,A,7,16100,A,7,77777,A,7,0.5,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/28/1999,22:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,4.0,A,7,3.0,A,7,93,A,7,1017,A,7,110,A,7,3.1,A,7,16100,A,7,77777,A,7,0.5,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/28/1999,23:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,5.0,A,7,2.0,A,7,81,A,7,1017,A,7,130,A,7,2.6,A,7,16100,A,7,77777,A,7,0.5,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/28/1999,24:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,4.0,A,7,2.0,A,7,87,A,7,1017,A,7,140,A,7,1.5,A,7,16100,A,7,77777,A,7,0.5,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/29/1999,01:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,4.0,A,7,3.0,A,7,93,A,7,1017,A,7,140,A,7,2.1,A,7,16100,A,7,77777,A,7,0.5,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/29/1999,02:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,3.0,A,7,1.0,A,7,87,A,7,1017,A,7,130,A,7,2.1,A,7,16100,A,7,77777,A,7,0.5,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/29/1999,03:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,2.0,A,7,1.0,A,7,93,A,7,1017,A,7,130,A,7,3.1,A,7,16100,A,7,77777,A,7,0.5,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/29/1999,04:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,2.0,A,7,1.0,A,7,93,A,7,1016,A,7,140,A,7,2.6,A,7,16100,A,7,77777,A,7,0.5,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/29/1999,05:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,2.0,A,7,0.0,A,7,87,A,7,1016,A,7,130,A,7,3.1,A,7,16100,A,7,77777,A,7,0.5,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/29/1999,06:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,2.0,A,7,-1.0,A,7,80,A,7,1015,A,7,130,A,7,4.1,A,7,16100,A,7,77777,A,7,0.5,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/29/1999,07:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,E,9,0,E,9,1.0,A,7,-2.0,A,7,79,A,7,1015,A,7,130,A,7,3.1,A,7,16100,A,7,77777,A,7,0.5,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/29/1999,08:00,76,1093,18,2,8,221,2,15,7,2,8,25,2,8,136,2,15,15,2,8,23,2,19,1,E,9,1,E,9,3.0,A,7,-2.0,A,7,68,A,7,1015,A,7,0,A,7,0.0,A,7,16100,A,7,77777,A,7,0.5,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/29/1999,09:00,318,1410,177,2,8,594,2,15,42,2,8,181,2,8,490,2,15,70,2,8,83,2,19,1,E,9,1,E,9,7.0,A,7,1.0,A,7,66,A,7,1015,A,7,0,A,7,0.0,A,7,16100,A,7,77777,A,7,0.5,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/29/1999,10:00,532,1410,342,2,8,711,2,15,72,2,8,352,2,8,665,2,15,100,2,8,141,2,19,1,E,9,0,E,9,10.0,A,7,1.0,A,7,54,A,7,1016,A,7,0,A,7,0.0,A,7,16100,A,7,77777,A,7,0.5,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/29/1999,11:00,694,1410,455,2,8,645,2,15,137,2,8,471,2,8,629,2,15,161,2,8,281,2,19,0,B,8,0,B,8,11.7,B,8,1.2,B,8,48,A,7,1015,B,8,0,B,8,0.0,B,8,-9900,?,0,77777,B,8,0.5,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/29/1999,12:00,790,1410,574,2,8,834,2,15,105,2,8,598,2,8,824,2,15,134,2,8,228,2,19,0,B,8,0,B,8,13.0,B,8,1.1,B,8,44,A,7,1014,B,8,0,B,8,0.0,B,8,-9900,?,0,77777,A,7,0.5,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/29/1999,13:00,816,1410,596,2,8,862,2,15,95,2,8,629,2,8,859,2,15,130,2,8,221,2,19,0,E,9,0,E,9,14.0,A,7,1.0,A,7,41,A,7,1014,A,7,0,A,7,0.0,A,7,16100,A,7,77777,A,7,0.5,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/29/1999,14:00,768,1410,563,2,8,802,2,15,125,2,8,593,2,8,800,2,15,156,2,8,279,2,19,0,E,9,0,E,9,16.0,A,7,3.0,A,7,42,A,7,1013,A,7,220,A,7,1.5,A,7,16100,A,7,77777,A,7,0.5,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/29/1999,15:00,651,1410,395,2,8,440,2,15,192,2,8,408,2,8,433,2,15,207,2,8,403,2,19,0,E,9,0,E,9,17.0,A,7,3.0,A,7,39,A,7,1012,A,7,320,A,7,2.1,A,7,16100,A,7,77777,A,7,0.5,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/29/1999,16:00,472,1410,297,2,8,585,2,15,101,2,8,303,2,8,525,2,15,127,2,8,183,2,19,2,E,9,1,E,9,14.0,A,7,3.0,A,7,47,A,7,1012,A,7,310,A,7,2.1,A,7,16100,A,7,77777,A,7,0.5,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/29/1999,17:00,244,1410,99,2,8,29,2,15,94,2,8,108,2,8,23,2,15,104,2,8,206,2,19,3,E,9,2,E,9,13.0,A,7,6.0,A,7,62,A,7,1012,A,7,280,A,7,2.1,A,7,16100,A,7,77777,A,7,0.6,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/29/1999,18:00,27,670,0,2,8,0,2,15,0,2,8,0,2,8,0,2,15,0,2,8,0,2,19,4,E,9,2,E,9,12.0,A,7,6.0,A,7,67,A,7,1012,A,7,280,A,7,2.1,A,7,16100,A,7,77777,A,7,0.6,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/29/1999,19:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,1,E,9,1,E,9,9.0,A,7,5.0,A,7,76,A,7,1012,A,7,160,A,7,1.5,A,7,16100,A,7,77777,A,7,0.6,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/29/1999,20:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,4,E,9,2,E,9,8.0,A,7,4.0,A,7,76,A,7,1012,A,7,120,A,7,3.1,A,7,16100,A,7,77777,A,7,0.6,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/29/1999,21:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,4,E,9,3,E,9,8.0,A,7,2.0,A,7,66,A,7,1012,A,7,150,A,7,1.5,A,7,16100,A,7,77777,A,7,0.6,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/29/1999,22:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,1,E,9,1,E,9,7.0,A,7,1.0,A,7,66,A,7,1011,A,7,130,A,7,3.6,A,7,16100,A,7,77777,A,7,0.6,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/29/1999,23:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,2,E,9,1,E,9,6.0,A,7,1.0,A,7,70,A,7,1011,B,8,0,A,7,0.0,A,7,16100,A,7,77777,A,7,0.6,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/29/1999,24:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,4,E,9,2,E,9,6.0,A,7,0.0,A,7,65,A,7,1011,B,8,160,A,7,1.5,A,7,16100,A,7,77777,A,7,0.6,E,8,0.076,F,8,0.160,F,8,-9900,-9900,?,0
01/30/1999,01:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,4,E,9,3,E,9,5.0,A,7,0.0,A,7,70,A,7,1011,A,7,120,A,7,2.6,A,7,16100,A,7,77777,A,7,0.6,E,8,0.077,F,8,0.160,F,8,-9900,-9900,?,0
01/30/1999,02:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,3,E,9,2,E,9,4.0,A,7,-1.0,A,7,69,A,7,1010,A,7,120,A,7,3.1,A,7,16100,A,7,77777,A,7,0.6,E,8,0.077,F,8,0.160,F,8,-9900,-9900,?,0
01/30/1999,03:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,4,E,9,3,E,9,4.0,A,7,-1.0,A,7,69,A,7,1010,A,7,100,A,7,2.6,A,7,16100,A,7,77777,A,7,0.6,E,8,0.077,F,8,0.160,F,8,-9900,-9900,?,0
01/30/1999,04:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,3,E,9,3,E,9,4.0,A,7,1.0,A,7,81,A,7,1009,A,7,130,A,7,3.6,A,7,16100,A,7,77777,A,7,0.6,E,8,0.077,F,8,0.160,F,8,-9900,-9900,?,0
01/30/1999,05:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,4,E,9,3,E,9,4.0,A,7,1.0,A,7,81,A,7,1009,A,7,130,A,7,2.1,A,7,16100,A,7,77777,A,7,0.6,E,8,0.077,F,8,0.160,F,8,-9900,-9900,?,0
01/30/1999,06:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,5,E,9,3,E,9,4.0,A,7,1.0,A,7,81,A,7,1009,A,7,110,A,7,3.6,A,7,16100,A,7,77777,A,7,0.7,E,8,0.077,F,8,0.160,F,8,-9900,-9900,?,0
01/30/1999,07:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,4,E,9,3,E,9,5.0,A,7,1.0,A,7,75,A,7,1008,A,7,110,A,7,3.1,A,7,16100,A,7,77777,A,7,0.7,E,8,0.077,F,8,0.160,F,8,-9900,-9900,?,0
01/30/1999,08:00,78,1116,13,2,8,76,2,15,9,2,8,16,2,8,39,2,15,13,2,8,18,2,19,2,E,9,1,E,9,4.0,A,7,2.0,A,7,87,A,7,1008,A,7,140,A,7,2.1,A,7,16100,A,7,77777,A,7,0.7,E,8,0.077,F,8,0.160,F,8,-9900,-9900,?,0
01/30/1999,09:00,322,1410,158,2,8,423,2,15,61,2,8,162,2,8,339,2,15,84,2,8,110,2,19,4,E,9,2,E,9,6.0,A,7,2.0,A,7,75,A,7,1008,A,7,0,A,7,0.0,A,7,16100,A,7,77777,A,7,0.8,E,8,0.077,F,8,0.160,F,8,-9900,-9900,?,0
01/30/1999,10:00,537,1410,308,2,8,404,2,15,153,2,8,317,2,8,382,2,15,171,2,8,304,2,19,4,E,9,3,E,9,8.0,A,7,2.0,A,7,66,A,7,1009,A,7,120,A,7,3.6,A,7,16100,A,7,77777,A,7,0.8,E,8,0.077,F,8,0.160,F,8,-9900,-9900,?,0
01/30/1999,11:00,698,1410,114,2,8,0,2,15,114,2,8,135,2,8,0,2,15,135,2,8,516,2,19,6,E,9,4,E,9,11.0,A,7,3.0,A,7,58,A,7,1009,A,7,50,B,8,1.5,A,7,16100,A,7,77777,A,7,0.8,E,8,0.077,F,8,0.160,F,8,-9900,-9900,?,0
01/30/1999,12:00,795,1410,203,2,8,12,2,15,196,2,8,235,2,8,10,2,15,229,2,8,840,2,19,7,E,9,5,E,9,11.0,A,7,3.0,A,7,58,A,7,1008,A,7,340,A,7,3.1,A,7,16100,A,7,77777,A,7,0.9,E,8,0.077,F,8,0.160,F,8,-9900,-9900,?,0
01/30/1999,13:00,821,1410,565,2,8,585,2,15,223,2,8,593,2,8,597,2,15,244,2,8,522,2,19,7,E,9,4,E,9,12.0,A,7,3.0,A,7,54,A,7,1007,A,7,340,B,8,1.5,A,7,16100,A,7,77777,A,7,0.9,E,8,0.077,F,8,0.160,F,8,-9900,-9900,?,0
01/30/1999,14:00,773,1410,550,2,8,752,2,15,135,2,8,575,2,8,748,2,15,163,2,8,300,2,19,6,E,9,5,E,9,13.0,A,7,4.0,A,7,54,A,7,1006,A,7,330,A,7,2.1,A,7,16100,A,7,77777,A,7,0.9,E,8,0.077,F,8,0.160,F,8,-9900,-9900,?,0
01/30/1999,15:00,656,1410,431,2,8,621,2,15,140,2,8,442,2,8,598,2,15,163,2,8,276,2,19,6,B,8,5,B,8,14.1,B,8,3.6,B,8,49,A,7,1006,B,8,250,B,8,5.4,B,8,-9900,?,0,77777,B,8,1.0,E,8,0.077,F,8,0.160,F,8,-9900,-9900,?,0
01/30/1999,16:00,477,1410,287,2,8,503,2,15,116,2,8,300,2,8,462,2,15,143,2,8,221,2,19,6,E,9,5,E,9,15.0,A,7,3.0,A,7,44,A,7,1005,A,7,160,A,7,8.7,A,7,16100,A,7,77777,A,7,1.0,E,8,0.077,F,8,0.160,F,8,-9900,-9900,?,0
01/30/1999,17:00,249,1410,171,2,8,544,2,15,75,2,8,169,2,8,378,2,15,102,2,8,118,2,19,5,E,9,4,E,9,14.0,A,7,2.0,A,7,44,A,7,1005,A,7,160,A,7,5.7,A,7,16100,A,7,77777,A,7,1.0,E,8,0.077,F,8,0.160,F,8,-9900,-9900,?,0
01/30/1999,18:00,30,693,0,2,8,0,2,15,0,2,8,0,2,8,0,2,15,0,2,8,0,2,19,5,E,9,5,E,9,14.0,A,7,2.0,A,7,44,A,7,1004,A,7,160,A,7,7.2,A,7,16100,A,7,77777,A,7,1.1,E,8,0.077,F,8,0.160,F,8,-9900,-9900,?,0
01/30/1999,19:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,6,E,9,6,E,9,13.0,A,7,3.0,A,7,51,A,7,1003,A,7,180,A,7,3.6,A,7,16100,A,7,5400,A,7,1.1,E,8,0.077,F,8,0.160,F,8,-9900,-9900,?,0
01/30/1999,20:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,8,E,9,8,E,9,13.0,A,7,4.0,A,7,54,A,7,1003,A,7,190,A,7,3.6,A,7,16100,A,7,1500,A,7,1.1,E,8,0.077,F,8,0.160,F,8,-9900,-9900,?,0
01/30/1999,21:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,E,9,13.0,A,7,6.0,A,7,62,A,7,1002,A,7,160,A,7,4.1,A,7,16100,A,7,1470,A,7,1.2,E,8,0.077,F,8,0.160,F,8,0,1,A,7
01/30/1999,22:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,E,9,13.0,A,7,5.0,A,7,58,A,7,1002,A,7,0,A,7,0.0,A,7,16100,A,7,1440,A,7,1.2,E,8,0.077,F,8,0.160,F,8,0,1,A,7
01/30/1999,23:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,E,9,13.0,A,7,7.0,A,7,67,A,7,1002,A,7,200,A,7,2.6,A,7,16100,A,7,1290,A,7,1.2,E,8,0.077,F,8,0.160,F,8,0,1,A,7
01/30/1999,24:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,E,9,12.0,A,7,8.0,A,7,76,A,7,1002,A,7,170,A,7,2.1,A,7,16100,A,7,1500,A,7,1.3,E,8,0.077,F,8,0.160,F,8,0,1,A,7
01/31/1999,01:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,E,9,9.0,A,7,7.0,A,7,87,A,7,1002,A,7,170,A,7,4.6,A,7,9700,A,7,990,A,7,1.3,E,8,0.077,F,8,0.160,F,8,4,1,A,7
01/31/1999,02:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,9,E,9,9.0,A,7,6.0,A,7,81,A,7,999,A,7,120,A,7,5.7,A,7,16100,A,7,1800,A,7,1.3,E,8,0.077,F,8,0.160,F,8,2,1,A,7
01/31/1999,03:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,E,9,11.0,A,7,8.0,A,7,82,A,7,1000,A,7,170,A,7,4.6,A,7,9700,A,7,660,A,7,1.3,E,8,0.077,F,8,0.160,F,8,0,1,A,7
01/31/1999,04:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,E,9,11.0,A,7,8.0,A,7,82,A,7,1001,A,7,240,A,7,8.7,A,7,16100,A,7,810,A,7,1.4,E,8,0.077,F,8,0.160,F,8,0,1,A,7
01/31/1999,05:00,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,10,E,9,10,E,9,9.0,A,7,7.0,A,7,87,A,7,1002,A,7,230,A,7,5.1,A,7,16100,A,7,1350,A,7,1.4,E,8,0.077,F,8,0.160,F,8,0,1,A,7
