YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2003-01-01,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,3,0.071,1,0.071,1,0.273,1,0.16,0
2003-01-01,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,3,0.071,1,0.071,1,0.273,1,0.16,0
2003-01-01,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,3,0.071,1,0.071,1,0.273,1,0.16,0
2003-01-01,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,3,0.071,1,0.071,1,0.273,1,0.16,0
2003-01-01,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,3,0.071,1,0.071,1,0.273,1,0.16,0
2003-01-01,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.7,3,0.071,1,0.071,1,0.273,1,0.16,0
2003-01-01,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.8,3,0.071,1,0.071,1,0.273,1,0.16,0
2003-01-01,8:00,86.9,121.6,49,908,8,0,8,120,0,15,2,0,8,17,10,139,16,9,10,17,10,139,16,9,10,-9900,99,-9900,99,-9900,99,1.8,3,0.071,1,0.064,1,0.273,1,0.16,0
2003-01-01,9:00,79.1,129.7,267,1415,163,0,8,552,0,15,59,0,8,141,10,550,16,38,10,141,10,550,16,38,10,-9900,99,-9900,99,-9900,99,1.8,3,0.071,1,0.064,1,0.273,1,0.16,0
2003-01-01,10:00,70.7,141.0,467,1415,317,0,8,768,0,15,64,0,8,295,10,734,16,53,10,295,10,734,16,53,10,-9900,99,-9900,99,-9900,99,1.9,3,0.071,1,0.064,1,0.273,1,0.16,0
2003-01-01,11:00,64.3,154.2,614,1415,440,0,8,709,0,15,132,0,8,418,24,816,27,64,24,418,10,816,16,64,10,-9900,99,-9900,99,-9900,99,1.9,3,0.071,1,0.064,1,0.273,1,0.16,0
2003-01-01,12:00,60.5,169.2,697,1415,420,0,8,458,0,15,195,0,8,490,24,851,27,70,24,490,10,851,16,70,10,-9900,99,-9900,99,-9900,99,1.9,3,0.071,1,0.064,1,0.273,1,0.16,0
2003-01-01,13:00,59.9,185.0,710,1415,480,0,8,642,0,15,158,0,8,501,24,856,27,71,24,501,10,856,16,71,10,-9900,99,-9900,99,-9900,99,1.9,3,0.071,1,0.064,1,0.273,1,0.16,0
2003-01-01,14:00,62.5,200.5,653,1415,474,0,8,777,0,15,116,0,8,451,24,833,27,67,24,451,10,833,16,67,10,-9900,99,-9900,99,-9900,99,1.9,3,0.071,1,0.064,1,0.273,1,0.16,0
2003-01-01,15:00,68.0,214.4,529,1415,370,0,8,811,0,15,67,0,8,346,24,772,27,58,24,346,10,772,16,58,10,-9900,99,-9900,99,-9900,99,1.9,3,0.071,1,0.064,1,0.273,1,0.16,0
2003-01-01,16:00,75.8,226.4,347,1415,221,0,8,672,0,15,57,0,8,200,24,637,27,44,24,200,10,637,16,44,10,-9900,99,-9900,99,-9900,99,1.9,3,0.071,1,0.064,1,0.273,1,0.16,0
2003-01-01,17:00,85.1,236.6,121,1415,39,1,8,332,1,15,10,1,8,50,10,311,16,23,10,50,10,311,16,23,10,-9900,99,-9900,99,-9900,99,1.9,3,0.071,1,0.064,1,0.273,1,0.16,0
2003-01-01,18:00,89.9,241.3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.9,3,0.071,1,0.064,1,0.273,1,0.16,0
2003-01-01,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.0,3,0.071,1,0.064,1,0.273,1,0.16,0
2003-01-01,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.0,3,0.071,1,0.064,1,0.273,1,0.16,0
2003-01-01,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.0,3,0.071,1,0.064,1,0.273,1,0.16,0
2003-01-01,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.1,3,0.071,1,0.064,1,0.273,1,0.16,0
2003-01-01,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.2,3,0.071,1,0.064,1,0.273,1,0.16,0
2003-01-01,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.2,3,0.071,1,0.064,1,0.273,1,0.16,0
2003-01-02,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,2.3,3,0.071,1,0.064,1,0.263,1,0.16,0
