YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2000-01-01,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.071,1,0.071,1,0.316,1,0.16,0
2000-01-01,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.071,1,0.071,1,0.316,1,0.16,0
2000-01-01,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.071,1,0.316,1,0.16,0
2000-01-01,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.071,1,0.316,1,0.16,0
2000-01-01,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.071,1,0.316,1,0.16,0
2000-01-01,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.071,1,0.316,1,0.16,0
2000-01-01,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,2,0.071,1,0.071,1,0.316,1,0.16,0
2000-01-01,8:00,86.9,121.6,49,908,2,0,8,0,0,15,2,0,8,7,10,0,16,7,10,17,10,133,16,9,10,-9900,99,-9900,99,-9900,99,0.9,2,0.071,1,0.069,1,0.316,1,0.16,0
2000-01-01,9:00,79.1,129.7,267,1415,28,0,8,0,0,15,28,0,8,44,10,0,16,44,10,143,10,551,16,39,10,-9900,99,-9900,99,-9900,99,0.9,2,0.071,1,0.069,1,0.316,1,0.16,0
2000-01-01,10:00,70.7,141.0,467,1415,53,0,8,0,0,15,53,0,8,89,10,0,16,89,10,300,10,743,16,54,10,-9900,99,-9900,99,-9900,99,0.9,2,0.071,1,0.069,1,0.316,1,0.16,0
2000-01-01,11:00,64.3,154.2,614,1415,73,0,8,0,0,15,73,0,8,125,10,0,16,125,10,426,10,828,16,66,10,-9900,99,-9900,99,-9900,99,0.9,2,0.071,1,0.069,1,0.316,1,0.16,0
2000-01-01,12:00,60.5,169.2,697,1415,90,0,8,0,0,15,90,0,8,146,10,0,16,146,10,498,10,864,16,73,10,-9900,99,-9900,99,-9900,99,0.9,2,0.071,1,0.069,1,0.316,1,0.16,0
2000-01-01,13:00,59.9,185.1,710,1415,117,0,8,0,0,15,117,0,8,149,10,0,16,149,10,510,10,869,16,74,10,-9900,99,-9900,99,-9900,99,0.9,2,0.071,1,0.069,1,0.316,1,0.16,0
2000-01-01,14:00,62.5,200.5,652,1415,166,0,8,4,0,15,164,0,8,135,10,0,16,135,10,459,10,845,16,69,10,-9900,99,-9900,99,-9900,99,0.9,2,0.071,1,0.069,1,0.316,1,0.16,0
2000-01-01,15:00,68.1,214.4,528,1415,247,0,8,229,0,15,162,0,8,104,10,0,16,104,10,350,10,781,16,59,10,-9900,99,-9900,99,-9900,99,0.9,2,0.071,1,0.069,1,0.316,1,0.16,0
2000-01-01,16:00,75.8,226.4,346,1415,54,0,8,0,0,15,54,0,8,102,10,243,16,42,10,201,10,640,16,45,10,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.069,1,0.316,1,0.16,0
2000-01-01,17:00,85.1,236.6,120,1415,9,1,8,0,1,15,9,1,8,17,10,0,16,17,10,49,10,301,16,23,10,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.069,1,0.316,1,0.16,0
2000-01-01,18:00,89.9,241.3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.069,1,0.316,1,0.16,0
2000-01-01,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.069,1,0.316,1,0.16,0
2000-01-01,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.069,1,0.316,1,0.16,0
2000-01-01,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.069,1,0.316,1,0.16,0
2000-01-01,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.069,1,0.316,1,0.16,0
2000-01-01,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.069,1,0.316,1,0.16,0
2000-01-01,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.069,1,0.316,1,0.16,0
2000-01-02,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.069,1,0.317,1,0.16,0
2000-01-02,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.069,1,0.317,1,0.16,0
2000-01-02,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.069,1,0.317,1,0.16,0
2000-01-02,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.069,1,0.317,1,0.16,0
2000-01-02,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.069,1,0.317,1,0.16,0
2000-01-02,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.069,1,0.317,1,0.16,0
2000-01-02,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.069,1,0.317,1,0.16,0
2000-01-02,8:00,86.9,121.5,48,908,9,0,8,165,0,15,0,0,8,14,10,69,16,10,10,14,10,69,16,10,10,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.112,1,0.317,1,0.16,0
2000-01-02,9:00,79.1,129.6,267,1415,163,0,8,587,0,15,52,0,8,131,10,437,16,49,10,131,10,437,16,49,10,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.112,1,0.317,1,0.16,0
2000-01-02,10:00,70.7,140.9,468,1415,321,0,8,776,0,15,65,0,8,285,10,648,16,70,10,285,10,648,16,70,10,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.112,1,0.317,1,0.16,0
2000-01-02,11:00,64.2,154.1,615,1415,443,0,8,851,0,15,74,0,8,410,10,746,16,86,10,410,10,746,16,86,10,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.112,1,0.317,1,0.16,0
2000-01-02,12:00,60.4,169.1,698,1415,513,0,8,883,0,15,78,0,8,484,10,788,16,95,10,484,10,788,16,95,10,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.112,1,0.317,1,0.16,0
2000-01-02,13:00,59.8,184.9,712,1415,525,0,8,889,0,15,78,0,8,496,10,795,16,96,10,496,10,795,16,96,10,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.112,1,0.317,1,0.16,0
2000-01-02,14:00,62.4,200.4,655,1415,476,0,8,869,0,15,74,0,8,445,10,767,16,90,10,445,10,767,16,90,10,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.112,1,0.317,1,0.16,0
2000-01-02,15:00,68.0,214.3,531,1415,372,0,8,812,0,15,68,0,8,221,10,306,16,106,10,338,10,695,16,77,10,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.112,1,0.317,1,0.16,0
2000-01-02,16:00,75.7,226.3,349,1415,219,0,8,648,0,15,60,0,8,188,10,528,16,57,10,191,10,539,16,58,10,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.112,1,0.317,1,0.16,0
2000-01-02,17:00,85.0,236.6,124,1415,40,1,8,323,1,15,11,1,8,45,10,197,16,28,10,45,10,197,16,28,10,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.112,1,0.317,1,0.16,0
2000-01-02,18:00,89.9,241.3,0,35,0,0,8,0,0,15,0,0,8,0,10,1,16,0,10,0,10,1,16,0,10,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.112,1,0.317,1,0.16,0
2000-01-02,19:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.112,1,0.317,1,0.16,0
2000-01-02,20:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.112,1,0.317,1,0.16,0
2000-01-02,21:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.112,1,0.317,1,0.16,0
2000-01-02,22:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.112,1,0.317,1,0.16,0
2000-01-02,23:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.112,1,0.317,1,0.16,0
2000-01-02,24:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.112,1,0.317,1,0.16,0
2000-01-03,1:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.112,1,0.318,1,0.16,0
2000-01-03,2:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.112,1,0.318,1,0.16,0
2000-01-03,3:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.112,1,0.318,1,0.16,0
2000-01-03,4:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,2,0.071,1,0.112,1,0.318,1,0.16,0
2000-01-03,5:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.071,1,0.112,1,0.318,1,0.16,0
2000-01-03,6:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.071,1,0.112,1,0.318,1,0.16,0
2000-01-03,7:00,99.0,-99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,2,0.071,1,0.112,1,0.318,1,0.16,0
2000-01-03,8:00,87.0,121.4,48,908,9,0,8,169,0,15,0,0,8,17,10,155,16,9,10,17,10,155,16,9,10,-9900,99,-9900,99,-9900,99,1.1,2,0.071,1,0.058,1,0.318,1,0.16,0
2000-01-03,9:00,79.1,129.5,267,1415,162,0,8,600,0,15,49,0,8,144,10,578,16,36,10,144,10,578,16,36,10,-9900,99,-9900,99,-9900,99,1.1,2,0.071,1,0.058,1,0.318,1,0.16,0
2000-01-03,10:00,70.7,140.7,468,1415,321,0,8,776,0,15,65,0,8,302,10,761,16,50,10,302,10,761,16,50,10,-9900,99,-9900,99,-9900,99,1.1,2,0.071,1,0.058,1,0.318,1,0.16,0
2000-01-03,11:00,64.2,154.0,616,1415,443,0,8,852,0,15,73,0,8,427,10,842,16,61,10,427,10,842,16,61,10,-9900,99,-9900,99,-9900,99,1.1,2,0.071,1,0.058,1,0.318,1,0.16,0
2000-01-03,12:00,60.4,168.9,700,1415,514,0,8,885,0,15,77,0,8,500,10,876,16,67,10,500,10,876,16,67,10,-9900,99,-9900,99,-9900,99,1.2,2,0.071,1,0.058,1,0.318,1,0.16,0
2000-01-03,13:00,59.7,184.8,714,1415,527,0,8,890,0,15,79,0,8,512,10,880,16,68,10,512,10,880,16,68,10,-9900,99,-9900,99,-9900,99,1.2,2,0.071,1,0.058,1,0.318,1,0.16,0
2000-01-03,14:00,62.3,200.3,657,1415,478,0,8,870,0,15,74,0,8,462,10,857,16,64,10,462,10,857,16,64,10,-9900,99,-9900,99,-9900,99,1.3,2,0.071,1,0.058,1,0.318,1,0.16,0
2000-01-03,15:00,67.8,214.3,534,1415,375,0,8,814,0,15,68,0,8,356,10,797,16,55,10,356,10,797,16,55,10,-9900,99,-9900,99,-9900,99,1.3,2,0.071,1,0.058,1,0.318,1,0.16,0
